Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace (min/mi),Avg Speed (mi/h),Max Speed (mi/h),Avg Heart Rate,Steps,Notes,Source,Link
"July 25, 2013","July 25, 2013",Bike Ride,373,6.30228,1870,4.9453,0,12.1327,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/337648239
"July 23, 2013","July 23, 2013",Bike Ride,353,6.25921,1981,5.27489,0,11.3746,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/336137773
"July 23, 2013","July 23, 2013",Bike Ride,359,6.41618,2055,5.33807,0,11.24,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/335669825
"July 18, 2013","July 18, 2013",Bike Ride,372,6.2739,1860,4.94111,0,12.143,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/331312407
"July 18, 2013","July 18, 2013",Bike Ride,357,6.2903,1976,5.23557,0,11.4601,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/331083807
"July 17, 2013","July 17, 2013",Bike Ride,368,6.21528,1843,4.94212,0,12.1405,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/330527855
"July 17, 2013","July 17, 2013",Bike Ride,364,6.31659,1945,5.13199,0,11.6914,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/330231607
"July 16, 2013","July 16, 2013",Bike Ride,346,6.27348,2041,5.42229,0,11.0654,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/329670923
"July 16, 2013","July 16, 2013",Bike Ride,315,6.39889,2176,5.66765,0,10.5864,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/329320113
"July 15, 2013","July 15, 2013",Bike Ride,358,6.25547,1942,5.17414,0,11.5961,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/328730645
"July 15, 2013","July 15, 2013",Bike Ride,360,3.32046,1610,8.08121,0,7.42463,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/328448469
"June 26, 2013","June 26, 2013",Bike Ride,362,6.37795,2001,5.22895,0,11.4746,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/312761985
"June 26, 2013","June 26, 2013",Bike Ride,705,6.97338,3151,7.53102,0,7.96705,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/312492285
"June 24, 2013","June 24, 2013",Bike Ride,376,6.24558,1810,4.83008,0,12.4222,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/310970677
"June 24, 2013","June 24, 2013",Bike Ride,309,6.21246,2106,5.64994,0,10.6196,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/310595657
"June 19, 2013","June 19, 2013",Bike Ride,353,6.30707,2016,5.32735,0,11.2626,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/307112649
"June 19, 2013","June 19, 2013",Bike Ride,303,6.34712,2180,5.72438,0,10.4815,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/306750929
"June 17, 2013","June 17, 2013",Bike Ride,354,6.31217,2008,5.30193,0,11.3166,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/305237413
"June 17, 2013","June 17, 2013",Bike Ride,354,6.29186,1993,5.27931,0,11.3651,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/304836819
"June 13, 2013","June 13, 2013",Bike Ride,356,6.22365,1926,5.15775,0,11.633,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/302240233
"June 13, 2013","June 13, 2013",Bike Ride,360,6.31208,1963,5.18319,0,11.5759,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/302043501
"June 12, 2013","June 12, 2013",Bike Ride,354,6.22763,1948,5.21333,0,11.509,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/301528601
"June 12, 2013","June 12, 2013",Bike Ride,361,6.34274,1976,5.19229,0,11.5556,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/301270527
"June 4, 2013","June 4, 2013",Bike Ride,386,6.29371,1760,4.66074,0,12.8735,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/295188379
"June 4, 2013","June 4, 2013",Bike Ride,372,6.34084,1896,4.98356,0,12.0396,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/294662555
"May 30, 2013","May 30, 2013",Bike Ride,368,6.30245,1898,5.01921,0,11.9541,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/291092909
"May 30, 2013","May 30, 2013",Bike Ride,322,6.26364,2096,5.57717,0,10.7582,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/290748023
"May 20, 2013","May 20, 2013",Bike Ride,126,2.02268,552,4.54842,0,13.1914,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/283773573
"May 20, 2013","May 20, 2013",Bike Ride,110,2.09434,697,5.54669,0,10.8173,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/283716265
"May 20, 2013","May 20, 2013",Bike Ride,150,2.45222,693,4.71002,0,12.7388,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/283692689
"May 15, 2013","May 15, 2013",Bike Ride,359,6.26748,1936,5.14827,0,11.6544,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/280388737
"May 15, 2013","May 15, 2013",Bike Ride,370,6.25418,1852,4.93537,0,12.1571,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/279964347
"May 10, 2013","May 10, 2013",Bike Ride,354,6.30023,1994,5.27494,0,11.3745,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/276787671
"May 10, 2013","May 10, 2013",Bike Ride,368,6.33728,1921,5.05211,0,11.8762,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/276650355
"May 2, 2013","May 2, 2013",Bike Ride,357,6.19481,1898,5.10643,0,11.7499,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/271203710
"May 2, 2013","May 2, 2013",Bike Ride,333,6.32946,2102,5.53496,0,10.8402,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/270987780
"April 30, 2013","April 30, 2013",Bike Ride,402,6.23401,1604,4.2883,0,13.9915,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/269748356
"April 30, 2013","April 30, 2013",Bike Ride,388,6.31485,1763,4.65305,0,12.8948,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/269316720
"April 29, 2013","April 29, 2013",Bike Ride,371,6.25937,1849,4.92328,0,12.187,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/268942700
"April 29, 2013","April 29, 2013",Bike Ride,365,6.27355,1898,5.04234,0,11.8992,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/268538644
"April 24, 2013","April 24, 2013",Bike Ride,391,6.23195,1684,4.50368,0,13.3224,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/265715630
"April 24, 2013","April 24, 2013",Bike Ride,385,6.312,1785,4.71325,0,12.7301,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/265410218
"April 23, 2013","April 23, 2013",Bike Ride,358,6.32556,1984,5.22747,0,11.4778,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/265006768
"April 23, 2013","April 23, 2013",Bike Ride,354,6.31072,2007,5.30051,0,11.3197,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/264660996
"April 11, 2013","April 11, 2013",Bike Ride,380,6.25314,1779,4.74215,0,12.6525,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/257909812
"April 11, 2013","April 11, 2013",Bike Ride,348,6.23619,1995,5.33345,0,11.2498,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/257680006
"April 9, 2013","April 9, 2013",Bike Ride,363,6.17501,1848,4.988,0,12.0289,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/256805030
"April 9, 2013","April 9, 2013",Bike Ride,339,6.33657,1832,4.82081,0,12.446,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/256567194
"April 8, 2013","April 8, 2013",Bike Ride,354,6.19296,1920,5.16775,0,11.6105,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/256183244
"April 8, 2013","April 8, 2013",Bike Ride,352,6.28223,2003,5.31532,0,11.2881,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/255787698
"April 2, 2013","April 2, 2013",Bike Ride,349,6.21521,1976,5.29961,0,11.3216,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/252772794
"April 2, 2013","April 2, 2013",Bike Ride,348,6.29721,2044,5.41025,0,11.0901,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/252479898
"April 1, 2013","April 1, 2013",Bike Ride,352,6.21314,1840,4.93718,0,12.1527,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/252177602
"April 1, 2013","April 1, 2013",Bike Ride,350,6.30005,2031,5.37499,0,11.1628,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/251902746
"March 26, 2013","March 26, 2013",Bike Ride,358,6.28635,1959,5.19467,0,11.5503,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/249183276
"March 26, 2013","March 26, 2013",Bike Ride,373,6.30869,1865,4.92869,0,12.1736,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/248980908
"March 20, 2013","March 20, 2013",Bike Ride,385,6.22314,1722,4.61385,0,13.0043,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/246738488
"March 20, 2013","March 20, 2013",Bike Ride,357,6.40901,2055,5.34409,0,11.2274,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/246495254
"March 14, 2013","March 14, 2013",Bike Ride,348,6.29451,2040,5.40224,0,11.1065,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/244089832
"March 14, 2013","March 14, 2013",Bike Ride,359,6.33694,1993,5.24414,0,11.4413,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/243910600
"March 13, 2013","March 13, 2013",Bike Ride,384,6.20684,1719,4.61774,0,12.9934,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/243735370
"March 13, 2013","March 13, 2013",Bike Ride,253,6.32643,2315,6.09941,0,9.83702,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/243457966
"March 12, 2013","March 12, 2013",Bike Ride,383,6.23837,1748,4.67263,0,12.8407,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/243236564
"March 12, 2013","March 12, 2013",Bike Ride,352,6.33425,2038,5.36486,0,11.1839,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/242967652
"March 11, 2013","March 11, 2013",Bike Ride,361,6.28567,1937,5.13778,0,11.6782,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/242777538
"March 11, 2013","March 11, 2013",Bike Ride,352,6.3619,2054,5.38279,0,11.1466,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/242631326
"March 5, 2013","March 5, 2013",Bike Ride,376,6.18602,1756,4.73192,0,12.6798,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/240282802
"March 5, 2013","March 5, 2013",Bike Ride,260,6.35664,2117,5.55139,0,10.8081,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/240056930
"Feb. 27, 2013","Feb. 27, 2013",Bike Ride,385,6.21302,1712,4.59261,0,13.0645,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/237802148
"Feb. 27, 2013","Feb. 27, 2013",Bike Ride,258,6.31514,2121,5.59989,0,10.7145,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/237613566
"Feb. 26, 2013","Feb. 26, 2013",Bike Ride,370,6.27218,1862,4.95029,0,12.1205,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/237405496
"Feb. 26, 2013","Feb. 26, 2013",Bike Ride,364,6.33074,1949,5.13144,0,11.6926,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/237293792
"Feb. 7, 2013","Feb. 7, 2013",Bike Ride,115,1.85793,513,4.60249,0,13.0364,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/230417644
"Feb. 7, 2013","Feb. 7, 2013",Bike Ride,378,6.38654,1887,4.92639,0,12.1793,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/230275644
"Feb. 6, 2013","Feb. 6, 2013",Bike Ride,361,6.25413,1914,5.10138,0,11.7615,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/229941398
"Feb. 6, 2013","Feb. 6, 2013",Bike Ride,392,6.28427,1716,4.55213,0,13.1807,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/229826552
"Feb. 4, 2013","Feb. 4, 2013",Bike Ride,363,6.24374,1894,5.05801,0,11.8624,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/229214642
"Feb. 4, 2013","Feb. 4, 2013",Bike Ride,259,6.32962,2115,5.57078,0,10.7705,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/229066238
"Jan. 28, 2013","Jan. 28, 2013",Bike Ride,274,6.25688,1910,5.08993,0,11.788,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/226709968
"Jan. 28, 2013","Jan. 28, 2013",Bike Ride,378,6.35797,1870,4.90277,0,12.238,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/226499662
"Nov. 28, 2012","Nov. 28, 2012",Bike Ride,361,6.26148,1919,5.10981,0,11.7421,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/208348069
"Nov. 28, 2012","Nov. 28, 2012",Bike Ride,364,6.37717,1983,5.18301,0,11.5763,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/208218813
"Nov. 26, 2012","Nov. 26, 2012",Bike Ride,353,6.032,1811,5.00484,0,11.9884,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/207789471
"Nov. 26, 2012","Nov. 26, 2012",Bike Ride,330,6.38608,2168,5.66051,0,10.5998,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/207655367
"Nov. 7, 2012","Nov. 7, 2012",Bike Ride,73,1.31615,384,4.8688,0,12.3234,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/201849395
"Nov. 7, 2012","Nov. 7, 2012",Bike Ride,256,5.0418,1788,5.91357,0,10.1462,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/201700221
"Nov. 6, 2012","Nov. 6, 2012",Bike Ride,413,6.60396,1800,4.54328,0,13.2063,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/201537115
"Nov. 6, 2012","Nov. 6, 2012",Bike Ride,280,6.32173,1952,5.14715,0,11.6569,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/201409587
"Nov. 2, 2012","Nov. 2, 2012",Bike Ride,243,3.94368,1105,4.67281,0,12.8402,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/200177361
"Nov. 2, 2012","Nov. 2, 2012",Bike Ride,277,6.42273,1930,5.00917,0,11.978,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/200091959
"Oct. 31, 2012","Oct. 31, 2012",Bike Ride,368,6.45813,2015,5.20068,0,11.5369,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/199600269
"Oct. 31, 2012","Oct. 31, 2012",Bike Ride,381,6.49338,1975,5.06993,0,11.8345,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/199468051
"Oct. 15, 2012","Oct. 15, 2012",Bike Ride,126,2.18527,707,5.39248,0,11.1266,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/193833383
"Oct. 10, 2012","Oct. 10, 2012",Bike Ride,386,6.47199,1903,4.90269,0,12.2382,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/192187371
"Oct. 10, 2012","Oct. 10, 2012",Bike Ride,364,6.40565,1901,4.94842,0,12.1251,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/191977627
"Oct. 8, 2012","Oct. 8, 2012",Bike Ride,372,6.42413,1967,5.10437,0,11.7546,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/191341571
"Oct. 8, 2012","Oct. 8, 2012",Bike Ride,338,6.43711,2171,5.62317,0,10.6701,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/191132555
"Oct. 4, 2012","Oct. 4, 2012",Bike Ride,359,6.34485,1995,5.24258,0,11.4447,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/189875499
"Oct. 4, 2012","Oct. 4, 2012",Bike Ride,389,6.43198,1845,4.78271,0,12.5452,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/189665631
"Oct. 3, 2012","Oct. 3, 2012",Bike Ride,385,6.43852,1878,4.86388,0,12.3358,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/189461869
"Oct. 3, 2012","Oct. 3, 2012",Bike Ride,309,6.46521,2152,5.54958,0,10.8116,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/189258025
"Oct. 1, 2012","Oct. 1, 2012",Bike Ride,369,6.36134,1930,5.05754,0,11.8635,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/188588697
"Sept. 26, 2012","Sept. 26, 2012",Bike Ride,406,6.25742,1645,4.38216,0,13.6919,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/186359321
"Sept. 24, 2012","Sept. 24, 2012",Bike Ride,290,6.36618,2024,5.30144,0,11.3177,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/185675527
"Sept. 24, 2012","Sept. 24, 2012",Bike Ride,376,6.45867,1983,5.119,0,11.721,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/185451117
"Sept. 21, 2012","Sept. 21, 2012",Bike Ride,373,6.34909,1898,4.98278,0,12.0415,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/184368595
"Sept. 21, 2012","Sept. 21, 2012",Bike Ride,389,6.35365,1830,4.80124,0,12.4968,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/184207709
"Sept. 20, 2012","Sept. 20, 2012",Bike Ride,371,6.31732,1891,4.98938,0,12.0255,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/184006758
"Sept. 20, 2012","Sept. 20, 2012",Bike Ride,364,6.32022,1965,5.18246,0,11.5775,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/183785184
"Sept. 19, 2012","Sept. 19, 2012",Bike Ride,388,6.29228,1745,4.6225,0,12.98,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/183571416
"Sept. 19, 2012","Sept. 19, 2012",Bike Ride,143,2.40898,708,4.90456,0,12.2335,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/183405328
"Sept. 4, 2012","Sept. 4, 2012",Bike Ride,361,6.47778,1885,4.85056,0,12.3697,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/176469223
"Sept. 4, 2012","Sept. 4, 2012",Bike Ride,378,6.36476,1984,5.19677,0,11.5456,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/176259965
"Aug. 29, 2012","Aug. 29, 2012",Bike Ride,328,6.25024,1724,4.59761,0,13.0502,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/173720067
"Aug. 29, 2012","Aug. 29, 2012",Bike Ride,378,6.48705,1986,5.10474,0,11.7538,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/173520193
"Aug. 23, 2012","Aug. 23, 2012",Bike Ride,384,6.48907,2016,5.17883,0,11.5856,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/170901035
"Aug. 23, 2012","Aug. 23, 2012",Bike Ride,333,6.27036,1752,4.65921,0,12.8777,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/170682609
"Aug. 22, 2012","Aug. 22, 2012",Bike Ride,407,6.50887,2136,5.46999,0,10.969,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/170396587
"Aug. 22, 2012","Aug. 22, 2012",Bike Ride,364,6.45513,1910,4.93392,0,12.1607,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/170169103
"Aug. 17, 2012","Aug. 17, 2012",Bike Ride,144,1.3735,758,9.20406,0,6.51886,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/167691991
"Aug. 9, 2012","Aug. 9, 2012",Bike Ride,358,6.4391,1879,4.8658,0,12.331,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/164111405
"Aug. 9, 2012","Aug. 9, 2012",Bike Ride,358,6.4439,1884,4.87442,0,12.3091,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/163923763
"Aug. 1, 2012","Aug. 1, 2012",Bike Ride,360,6.49159,1891,4.85753,0,12.352,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/160370747
"Aug. 1, 2012","Aug. 1, 2012",Bike Ride,637,6.63871,3346,8.4003,0,7.14261,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/160157901
"July 30, 2012","July 30, 2012",Bike Ride,289,6.5423,2012,5.12616,0,11.7047,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/159340079
"July 30, 2012","July 30, 2012",Bike Ride,366,6.51936,1922,4.91519,0,12.2071,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/159093749
"July 27, 2012","July 27, 2012",Bike Ride,1131,7.46952,5930,13.2316,0,4.53461,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/157981087
"July 27, 2012","July 27, 2012",Bike Ride,355,6.57044,1868,4.73964,0,12.6592,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/157805759
"June 5, 2012","June 5, 2012",Bike Ride,261,5.21958,1367,4.36745,0,13.738,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/134576117
"May 29, 2012","May 29, 2012",Bike Ride,111,1.60979,586,6.07678,0,9.87365,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/131774959
"May 29, 2012","May 29, 2012",Bike Ride,254,4.84939,1329,4.5694,0,13.1308,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/131521505
"May 22, 2012","May 22, 2012",Bike Ride,341,5.03452,1784,5.90808,0,10.1556,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/128733687
"May 22, 2012","May 22, 2012",Bike Ride,286,5.00896,1497,4.98352,0,12.0397,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/128504831
"May 18, 2012","May 18, 2012",Bike Ride,250,4.87589,1317,4.50205,0,13.3273,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/126995549
"May 18, 2012","May 18, 2012",Bike Ride,257,4.36361,1347,5.14555,0,11.6606,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/126830323
"May 14, 2012","May 14, 2012",Bike Ride,283,5.02213,1485,4.93031,0,12.1696,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/125283697
"May 14, 2012","May 14, 2012",Bike Ride,275,4.8231,1439,4.975,0,12.0603,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/125046741
"May 10, 2012","May 10, 2012",Bike Ride,230,4.64912,1204,4.31729,0,13.8976,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/123687807
"May 10, 2012","May 10, 2012",Bike Ride,304,4.74579,1590,5.58622,0,10.7407,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/123485355
"May 9, 2012","May 9, 2012",Bike Ride,299,4.92919,1564,5.28896,0,11.3444,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/123296485
"May 9, 2012","May 9, 2012",Bike Ride,288,4.95469,1504,5.06022,0,11.8572,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/123054163
"May 7, 2012","May 7, 2012",Bike Ride,266,4.93382,1397,4.72176,0,12.7071,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/122469263
"May 7, 2012","May 7, 2012",Bike Ride,272,4.85968,1422,4.87902,0,12.2975,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/122198077
"May 1, 2012","May 1, 2012",Bike Ride,253,4.92103,1321,4.4742,0,13.4102,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/120114305
"May 1, 2012","May 1, 2012",Bike Ride,268,4.85784,1407,4.82762,0,12.4285,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/119894013
"April 30, 2012","April 30, 2012",Bike Ride,253,4.80577,1330,4.61302,0,13.0067,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/119703897
"April 30, 2012","April 30, 2012",Bike Ride,272,4.95161,1426,4.80006,0,12.4998,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/119513623
"April 27, 2012","April 27, 2012",Bike Ride,262,4.95934,1368,4.60006,0,13.0433,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/118609183
"April 27, 2012","April 27, 2012",Bike Ride,272,4.91922,1420,4.81338,0,12.4652,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/118478271
"April 24, 2012","April 24, 2012",Bike Ride,262,5.02496,1374,4.5596,0,13.1591,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/117571833
"April 24, 2012","April 24, 2012",Bike Ride,294,4.90406,1539,5.233,0,11.4657,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/117348853
"April 17, 2012","April 17, 2012",Bike Ride,257,5.05103,1794,5.92226,0,10.1313,0,0,0,,Map My Fitness MapMyRide Android App,http://www.mapmyride.com/workout/114972503
